,Hotel_name,name,rating,review,label,review_tokens
67,Sutasoma Hotel,Andy Jonatan,4.0,i am completely aware that it is outside hotels ability to ensure all it s guests to behave in a respectful way however having a what may appeared as a group of young women who loudly chatted the whole night up until the odd hours would certainly cause a great inconvenience to the other guests in this case that would be me unfortunately the loud conversation kept going even after i have informed the reception at in the morning staff members are super friendly polite and welcoming check in was easy and location was easy to find ultra convenient as it was a whizz away from blok a mrt station if you wish to travel from or between places blok m is only station away where food are abundance room is modern and clean smelled amazing throughout the hallway room and the bathroom the pool area can be accessed from the lobby this is a nice area surrounded by leafy vegetations and water is always clean the gym contained very basic hotel graded equipment some of the machine is way old and passed its functioning time and urgently needed replacements breakfast is the highlight of this hotel selections are huge from your a erage continentals pastries and egg dish to the traditional indoenesian bfasts who in the world would eat succulent beef rendang and flamed grilled chicken in the morning but apparently they were served and worked well linda from atman lounge was super friendly customer service never once forget to smile and patiently explaining some foreign dessert dish to try kudos for linda s customer service all my experience stay at sutasoma would be a stars one if it would not bumped down a little by the disrespectful guests next door will i stay again in the future yes i will aj,Positif,completely aware outside hotels ability ensure guests behave respectful way however may appeared group young women loudly chatted whole night odd hours would certainly cause great inconvenience guests case would unfortunately loud conversation kept going even informed reception morning staff members super friendly polite welcoming check easy location easy find ultra convenient whizz away blok mrt station wish travel places blok station away food abundance room modern clean smelled amazing throughout hallway room bathroom pool area accessed lobby nice area surrounded leafy vegetations water always clean gym contained basic hotel graded equipment machine way old passed functioning time urgently needed replacements breakfast highlight hotel selections huge erage continentals pastries egg dish traditional indoenesian bfasts world would eat succulent beef rendang flamed grilled chicken morning apparently served worked well linda atman lounge super friendly customer service never forget smile patiently explaining foreign dessert dish try dos linda customer service experience stay sutasoma would stars one would bumped little disrespectful guests next door stay future yes aj
68,Sutasoma Hotel,Putri Habibie,5.0,it was one of my best stays in jakarta the location is very strategic and is only a few meters from the mrt station i suggest staying at the suite room and make sure to have the bubur sumsum for breakfast great value for money rooms service location more,Positif,one best stays jakarta location strategic meters mrt station suggest staying suite room make sure bubur sumsum breakfast great value money rooms service location
69,Sutasoma Hotel,deti Deti,5.0,the best service hotel ive ever been privileged enough to stay at gorgeous building and it only gets more breathtaking when you walk in the rooms were clean very comfortable and the staff was amazing since we had a wonderful experience at the sutasoma hotel they all go above and beyond to make our stay comfortable and enjoyable please give your staff awards especially for amanda janter yuyun posma ibu evie dan pak leo bravo for all of them i have stayed at dozen of hotels in everywhere and this was on the top of the list of best stays hotel experiences ever staff was very hospitable and there for every need of mine the sevice was exceptional as well thank you definitely will recommend to my colleagues friends and family to stay at sutasoma hotel ,Positif,best service hotel ive ever privileged enough stay gorgeous building gets breathtaking walk rooms clean comfortable staff amazing since wonderful experience sutasoma hotel go beyond make stay comfortable enjoyable please give staff awards especially amanda janter yuyun posma evie leo bravo stayed dozen hotels everywhere top list best stays hotel experiences ever staff hospitable every need mine sevice exceptional well thank definitely recommend colleagues friends family stay sutasoma hotel
70,Sutasoma Hotel,EDI Chen,5.0,here service is good all staffs are friendly and hospitality especially the atman restaurant linda if okay i will choose satusoma hotel again,Positif,service good staffs friendly hospitality especially atman restaurant linda okay choose satusoma hotel
71,Sutasoma Hotel,Elmo Gwyn,5.0,we are having a really pleasant stay at sutasoma though they are a stars hotel but seems they strive to gave the best service to the guest my wife was having her birthday when we stay and they helped me to gave a complimentary cake and also a gift card to wishes my wife the breakfast buffet also serve very good dishes thankyou for the pleasant stay keep up the good work,Positif,really pleasant stay sutasoma though stars hotel seems strive gave best service guest wife birthday stay helped gave complimentary cake also gift card wishes wife breakfast buffet also serve good dishes thankyou pleasant stay keep good work
72,Sutasoma Hotel,Yuwita Kartikasari,5.0,great great great service food venue room i came here for an employee gathering the hall is quite big the other one is bigger and use for wedding rooms service location more,Positif,great great great service food venue room came employee gathering hall quite big one bigger use wedding rooms service location
73,Sutasoma Hotel,Citra Adhiguna LG,5.0,a star that feels like a star hotel excellent and prompt service nice interior comfy bed strategic location recommended for a staycation or business trip rooms service location more,Positif,star feels like star hotel excellent prompt service nice interior comfy bed strategic location recommended staycation business trip rooms service location
74,Sutasoma Hotel,Jamal Fathoni,5.0,my overall experience at this accommodation was amazing the staff were friendly the room itself was exceeded my expectations their wifi was fast as well great for a staycation,Positif,overall experience accommodation amazing staff friendly room exceeded expectations wifi fast well great staycation
75,Sutasoma Hotel,Mahansa Sinulingga,5.0,small but nice and cozy love the atman lounge for breakfast even though with limited selection of food still can have a nice latte for breakfast rooms service location more,Positif,small nice cozy love atman lounge breakfast even though limited selection food still nice latte breakfast rooms service location
76,Sutasoma Hotel,agung muktiono,5.0,best comfort star hotel in south jakarta best service great breakfast vast rooms and nice swimming pool checked for favorite staycation rooms service location more,Positif,best comfort star hotel south jakarta best service great breakfast vast rooms nice swimming pool checked favorite staycation rooms service location
77,Sutasoma Hotel,M. P. Budi Arisman,5.0,luxury hotel in south jakarta with close access to central jakarta nice room and delicious food recommended for business trip or just weekend getaway with fams rooms service location more,Positif,luxury hotel south jakarta close access central jakarta nice room delicious food recommended business trip weekend getaway fams rooms service location
78,Sutasoma Hotel,tri agustin,5.0,i love the friendliness of all the staff from gatekeeper banquet and room service i must give the highest appreciation to the chef for the meals the menu selections were amazing so does the taste rooms service location more,Positif,love friendliness staff gatekeeper banquet room service must give highest appreciation chef meals menu selections amazing taste rooms service location
79,Sutasoma Hotel,N A,5.0,bed super comfortable indonesian food is really delicious here the choice is not much but the taste quite yummy for hotel food especially ketoprak,Positif,bed super comfortable indonesian food really delicious choice much taste quite yummy hotel food especially ketoprak
80,Sutasoma Hotel,Dewi Tjendra,3.0,the soundproof of the room is too bad i could hear the conversation of a couple next to my room or banging sound from upstair room as well as tv sound cell phone even sound from outside clearly the food is good but i found the utensils on the dining table are not clean enough unpleasant smell around the alcove by the window like someone accidentally spilled some sweet beverage on the cushion,Negatif,soundproof room bad could hear conversation couple next room banging sound upstair room well tv sound cell phone even sound outside clearly food good found utensils ning table clean enough unpleasant smell around alcove window like someone accidentally spilled sweet beverage cushion
81,Sutasoma Hotel,Zufira Putri,5.0,a very great hospitality service and good foods due to odd even policy may lil bit effort changing transport to get inrooms service location more,Positif,great hospitality service good foods due odd even policy may lil bit effort changing transport get inrooms service location
82,Sutasoma Hotel,Noel (nolfiiv),5.0,really happy i went with my intuition and tried this new hotel for my quarantine stay even thought it only had or so reviews almost all the other hotels have endless bad reviews about the quarantine feeling like prison i got the single deluxe room its just big enough and everything in the room is very new and clean the bathroom is very modern and the furnishing is classy,Positif,really happy went intuition tried new hotel quarantine stay even thought reviews almost hotels endless bad reviews quarantine feeling like prison got single deluxe room big enough everything room new clean bathroom modern furnishing classy
83,Sutasoma Hotel,Ardie Ramadhana,4.0, of points it was nice experience nice interior from lobby to the room very hygiene great pool and gym if not crowded great services from the staffs great flavor for breakfast near to mrt korean supermarket and great choices for ordering online delivery for food noises heard from other rooms i stayed at deluxe room not have a great view in the room no extra covid protocol high price for stars hotels,Positif,points nice experience nice interior lobby room hygiene great pool gym crowded great services staffs great flavor breakfast near mrt korean supermarket great choices ordering online delivery food noises heard rooms stayed deluxe room great view room extra covid protocol high price stars hotels
84,Sutasoma Hotel,indah Chosar,5.0,one of the inspiring hotels that i have ever visited the staff were friendly and ready to help the food was delicious the rooms were clean and comfortable with nuances like on the island of bali and an excellent internet connection thank you sutasoma,Positif,one inspiring hotels ever visited staff friendly ready help food delicious rooms clean comfortable nuances like island bal excellent internet connection thank sutasoma
85,Sutasoma Hotel,Sofi Reksoyudo,4.0,nice comfy strategic hotel next to the tribrata as one of the famous ballroom for wedding parties the hotel itself is new and very clean and neat breakfast and dinner were delicious very fond of the pastries here one of the best i think so yummy staf security and waitress were all very friendly very near the blok a mrt the hotel is also near blok m and blok a so there are going to be plenty things you can do around the area,Positif,nice comfy strategic hotel next tribrata one famous ballroom wedding parties hotel new clean neat breakfast dinner delicious fond pastries one best think yummy staf security waitress friendly near blok mrt hotel also near blok blok going plenty things around area
86,Sutasoma Hotel,reza harahap,5.0,santi rosdina is the best she help fixed the problem when im not happy about the room thank you santi looking forward to see you again,Positif,santi rosdina best help fixed problem im happy room thank santi looking forward see
87,Sutasoma Hotel,Riska Nur Putri,2.0,the hotel ambience was perfect the room was also amazing but the receptionist service is really bad i call them today to extend my stay in sutasoma for day and they said its okay and giving me rate for per night i am okay with it and said ill complete the payment by pm minutes later they called me again to confirm if i want to extend again and i said yes why they ask again and they give me different rates at per night because they said the demand is high and since i am not confirmed yet i have to follow the higher rates because their demand is high its not making any sense and they are also not giving any solution why theyre saying a in minutes later saying b,Negatif,hotel ambience perfect room also amazing receptionist service really bad call today extend stay sutasoma day said okay giving rate night okay said ill complete payment pm minutes later called confirm want extend said yes ask give different rates night said demand high since confirmed yet follow higher rates demand high making sense also giving solution theyre saying minutes later saying b
88,Sutasoma Hotel,Павел Крылов,1.0,i ve been quarantined here they took a lot of money from me and they promised it on the card after my quarantine was over more than days have passed i have not received my money every time they promise to return the money and do not return rooms service location more,Negatif,quarantined took lot money promised card quarantine days passed received money every time promise return money return rooms service location
89,Sutasoma Hotel,"VOVO , Adhiva Rochman",5.0,service food hygiene park lift price promotion good workplace and place to stay,Positif,service food hygiene park lift price promotion good workplace place stay
90,The Dharmawangsa Jakarta,The Reviewer,5.0,lovely hotel staff were attentive and the places was clean all the facilities were up to date except for the bathroom which smelled like old rusty pipes the hallways had a lovely smell of jasmine and lemongrass the room was well planned and the balcony was a nice addition,Positif,lovely hotel staff attentive places clean facilities date except bathroom smelled like old rusty pipes hallways lovely smell jasmine lemongrass room well planned balcony nice addition
91,The Dharmawangsa Jakarta,Tama Zeinnya,4.0,was a pleasant overall experience during our stay love the st class services and stars food offers a few tips for families who will stay better to choose king size bed you ll get sofa inside rooms service location more,Positif,pleasant overall experience stay love st class services stars food offers tips families stay better choose king size bed get sofa inside rooms service location
92,The Dharmawangsa Jakarta,Tomi Satryatomo,5.0,a very nice hotel with excellent services as well as the f b hardly can complain i particularly like the nice smell along the alleyways and the peaceful ambience still one of the best five star hotels in jakarta rooms service location more,Positif,nice hotel excellent services well f b hardly complain particularly like nice smell along alleyways peaceful ambience still one best five star hotels jakarta rooms service location
93,The Dharmawangsa Jakarta,Mayuko Miyaki,5.0,spacious and comfort room polite and nice staffs fulfilling services restaurant clews were also kind they take care of me every morning for explaining indonesian foods and cooking it,Positif,spacious comfort room polite nice staffs fulfilling services restaurant clews also kind take care every morning explaining indonesian foods cooking
94,The Dharmawangsa Jakarta,Sani Ario,5.0,one of my personal favorite lux botique hotel in jakarta why go to yet another boring american star chain when you can go and support a local entity with a rich nuance of javanese interior the place smells amazing the outdoor and indoor pool are well kept the gym is complete and well equipped service was professional and warm they all remembered me by name and no request was too difficult yes this place may be a bit dear for pricing but it s worth every rupiah location is also amazing in the midst of the leafy suburb of dharmawangsa giving a cool respite to jakarta s hot weather an oasis and haven for tired souls,Positif,one personal favorite lux botique hotel jakarta go yet another boring american star chain go support local entity rich nuance javanese interior place smells amazing outdoor indoor pool well kept gym complete well equipped service professional warm remembered name request difficult yes place may bit dear pricing worth every rupiah location also amazing midst leafy suburb dharmawangsa giving cool respite jakarta hot weather oasis tired souls
95,The Dharmawangsa Jakarta,Michael Gielink,4.0,very luxurious and spacious and colonial fantastic out door pool area and indoor gym with infinity pool service is excellent however expensive for indonesia,Positif,luxurious spacious colonial fantastic door pool area indoor gym infinity pool service excellent however expensive indonesia
96,The Dharmawangsa Jakarta,Paolo Josef Garcia,5.0,i love everything about the dharmawangsa jakarta the hotel is truly a showcase of indonesian art and heritage while the staff epitomize the very best of indonesian hospitality and culture the hotel is located in an upscale residential area of south jakarta with lots of green spaces and about a minute leisurely walk to the blok a mrt station in contrast to the ultra modern hotels in the bustling jakarta cbd the dharmawangsa is at once homey and intimate with its classic architectural style and beautiful furnishings their executive rooms are spacious and larger than most similarly priced hotel rooms in the city the equally spacious marble bathroom had double vanity basins which was a nice touch what also sets the hotel apart is their absolutely exceptional food the beef rendang at the jakarta restaurant was sublime and the best rendang i have ever had so far thoroughly enjoyed their take on nasi goreng kambing as well special mention to sevira who was so helpful with menu recommendations and her cheerful attitude and personalized service made my dining experience great both times the breakfast and ambience at the courtyard was a delight too needless to say i ll definitely be back,Positif,love everything dharmawangsa jakarta hotel truly showcase indonesian art heritage staff epitomize best indonesian hospitality culture hotel located upscale residential area south jakarta lots green spaces mute leisurely walk blok mrt station contrast ultra modern hotels bustling jakarta cbd dharmawangsa homey intimate classic architectural style beautiful furnishings executive rooms spacious larger similarly priced hotel rooms city equally spacious marble bathroom double vanity basins nice touch also sets hotel apart absolutely exceptional food beef rendang jakarta restaurant sublime best rendang ever far thoroughly enjoyed take nasi goreng kambing well special mention sevira helpful menu recommendations cheerful attitude personalized service made ning experience great times breakfast ambience courtyard delight needless say definitely back
97,The Dharmawangsa Jakarta,Inggita Yohanna,5.0,i really like for this hotel it s in the middle of south of jakarta but u will feel it s so comfortable around the trees the staff are so nice n friendly and they have huge room which is is so nice n comfortable for the bed thanx for the servicerooms service location more,Positif,really like hotel middle south jakarta u feel comfortable around trees staff nice n friendly huge room nice n comfortable bed thanx servicerooms service location
98,The Dharmawangsa Jakarta,William Prasetya,5.0,the majapahit lounge is great experience the service was very nice and friendly the drinks was excellent and the interior is a real plus point overall a great experience and hoping to go there in the future rooms service location more,Positif,majapahit lounge great experience service nice friendly drinks excellent interior real plus point overall great experience hoping go future rooms service location
99,The Dharmawangsa Jakarta,Raymond Valiant Ruritan,5.0,a luxurious hotel in a respectable area of south jakarta it also has convention spaces and ballrooms for meetings expositions and conferences,Positif,luxurious hotel respectable area south jakarta also convention spaces ballrooms meetings expositions conferences
100,The Dharmawangsa Jakarta,VC SOEGIJANTO,5.0,excellent what a nice hotel to stay in with a wide balcony facing the pool and the garden that face east so its very cooling in the morning first class amenities all in perfect condition and the food is simply excellent service that is very warm and personalised definitely new favourite hotel in jakarta,Positif,excellent nice hotel stay wide balcony facing pool garden face east cooling morning first class amenities perfect condition food simply excellent service warm personalised definitely new favourite hotel jakarta
101,The Dharmawangsa Jakarta,Globetrotter Monk,2.0,i stayed in dharmawangsa for my days mandatory quarantine i picked this hotel was mainly due to a room with balcony where you can enjoy fresh air looking at lush gardens during quarantine when entering the room you felt travelling back in time capsule with classic s the room was extremely outdated and tired the bed mattress was sinking and not supporting body posture when lying down the bed light and standing light were dimmed and the electrical plugs were loose another major issue was the room cleanliness i found a piece of french fries on the floor from the previous guest the sofa fabric and carpet had a few dirty spots and the worst was stained on toilet bowl i wonder with the cleaning procedure was being done properly in this hotel which i believe the assigned quarantine rooms thoroughly cleaning should be done after the guest checking out the food quality especially on international menu also needs to be improved its taste was far below the stars hotel standard for my next mandatory quarantine a room with balcony will not be on my list,Negatif,stayed dharmawangsa days mandatory quarantine picked hotel mainly due room balcony enjoy fresh air looking lush gardens quarantine entering room felt travelling back time capsule classic room extremely outdated tired bed mattress sinking supporting body posture lying bed light standing light dimmed electrical plugs loose another major issue room cleanliness found piece french fries floor previous guest sofa fabric carpet dirty spots worst stained toilet bowl wonder cleaning procedure done properly hotel believe assigned quarantine rooms thoroughly cleaning done guest checking food quality especially international menu also needs improved taste far stars hotel standard next mandatory quarantine room balcony list
102,The Dharmawangsa Jakarta,pa Kafid,5.0,lovely dining hall nice jasmine smell around the building nice view to the pool,Positif,lovely ning hall nice jasmine smell around building nice view pool
103,The Dharmawangsa Jakarta,Antero Almeida,4.0,i quarantined at the dharmawangsa when i entered indonesia i did not get the opportunity to check all the hotel but the service was friendly and very attentive the bed and room was very comfortable the food was very good both the international and asian i would like to give them a five star but first i need to check the rest of the hotel i would highly recommend it,Positif,quarantined dharmawangsa entered indonesia get opportunity check hotel service friendly attentive bed room comfortable food good international asi would like give five star first need check rest hotel would highly recommend
104,The Dharmawangsa Jakarta,cipta khairina,3.0,thos hotel is not like dharmasangsa we ve known or years ago the service was poor and interior is outdated bed was small and sinking far from a star hotel standard the coffee table in the balcony was outdated and damaged the receptionist omg i came around and they dont give us approximate time to wait for the room is ready i dont understand why it takes so long to make the room ready i repeatedly ask how long and the receptionist said it will take another mnts gosh that was unacceptable for a star hotel that was not fully occupied and some other disappointment service fortunately i get the pool view room and it s refreshing,Negatif,thos hotel like dharmasangsa known years ago service poor interior outdated bed small sinking far star hotel standard coffee table balcony outdated damaged receptionist omg came around dont give us approximate time wait room ready dont understand takes long make room ready repeatedly ask long receptionist said take another mnts gosh unacceptable star hotel fully occupied disappointment service fortunately get pool view room refreshing
105,The Dharmawangsa Jakarta,Edbert Tjoniko,2.0,definitely not as how the pictures on the website depicted not all rooms are facing the inside of the hotel to give the resort vibe the one i got is stuck with views of building ledge the room is pretty old one outlet was almost coming out of the wall i sat on the sofa in my shorts and had rashes in minutes doors are hard to open the room furnishing do need some serious refurbishment unfortunately staff are not trained well before put on the job their heart is in right place but falls short in execution due to lack of experience and training on check in they charged our card wrongly key card was not configured correctly so we were left waiting at the doorstep for quite awhile phone was faulty in the room restaurant food is mediocre highly overpriced and worse of all waiters are overwhelmed the entire area is filled with mosquitoes please wear long sleeve clothing to avoid tons of bites it feels a lot more like a and star experience for the price go to other hotels in jakarta for a much more relaxed and pleasant stay only good thing is the courtyard style swimming pool fhat gives you a resort vibe pretty hard to find but would recommend four seasons one over this no reason to come back here again until they update their service room and amenities,Negatif,definitely pictures website depicted rooms facing inside hotel give resort vibe one got stuck views building ledge room pretty old one outlet almost coming wall sat sofa shorts rashes minutes doors hard open room furnishing need serious refurbishment unfortunately staff trained well put job heart right place falls short execution due lack experience training check charged card wrongly key card configured correctly left waiting doorstep quite awhile phone faulty room restaurant food mediocre highly overpriced worse waiters overwhelmed entire area filled mosquitoes please wear long sleeve clothing avoid tons bites feels lot like star experience price go hotels jakarta much relaxed pleasant stay good thing courtyard style swimming pool fhat gives resort vibe pretty hard find would recommend four seasons one reason come back update service room amenities
106,The Dharmawangsa Jakarta,Hendro Hioe,5.0,cozy place with a lot of open space came here for sunday brunch or dinner,Positif,cozy place lot open space came sunday brunch dinner
107,The Dharmawangsa Jakarta,Natasha Ekaputri,2.0,interior was outstanding the design really dispict the indonesian cultural which i love however the service was very slow ordered room service and it took over an hour for the drinks to come also requested special instrution for the room and it didn t come in on time,Negatif,interior outstanding design really dispict indonesian cultural love however service slow ordered room service took hour drinks come also requested special instrution room come time
108,The Dharmawangsa Jakarta,Pandji Caesar,5.0,cozy hotel in the middle of city with good ambient during covid you have to make reservation before you can swim to limit the number of visitors the staffs are friendly and helpful,Positif,cozy hotel middle city good ambient covid make reservation swim limit number visitors staffs friendly helpful
109,The Dharmawangsa Jakarta,Avirzan Rivai,5.0,the history building design still persevered and care very well,Positif,history building design still persevered care well
110,The Dharmawangsa Jakarta,Ajeng Natalia,5.0,my last visit was to get afternoon tea with my family we enjoyed cakes and dharmawangsas chocolate martini this is the favorite drinks here we love this hotel because the ambience is nice and the service is good,Positif,last visit get afternoon tea family enjoyed cakes dharmawangsas chocolate martini favorite drinks love hotel ambience nice service good
111,The Dharmawangsa Jakarta,My life is an Adventure,5.0,very good hotel at the south of jakarta has pools are outdoor pool and indoor pool the hotel also very spacious its located with dharmawangsa residence their food also tasty for the price as you can imagine for a five star hotel worth the money good for staycation very much recommended good hospitality,Positif,good hotel south jakarta pools outdoor pool indoor pool hotel also spacious located dharmawangsa residence food also tasty price imagine five star hotel worth money good staycation much recommended good hospitality
112,The Dharmawangsa Jakarta,Ali Aulia Rahman,5.0,one of truly hidden gem hotel in jakarta the building isn t tall unlike any other five star hotel in jakarta but the ambiance is soo comfy feels like in bali and any other city but jakarta recommended if you are looking for short escape staycation place,Positif,one truly hidden gem hotel jakarta building tall unlike five star hotel jakarta ambiance soo comfy feels like bal city jakarta recommended looking short escape staycation place
113,The Dharmawangsa Jakarta,Ainur Rofik,5.0,best hotel around jakarta selatan good job dharmawangsa hospitality as its best friendly staff nice vibes toprooms service location more,Positif,best hotel around jakarta selatan good job dharmawangsa hospitality best friendly staff nice vibes toprooms service location
114,The Dharmawangsa Jakarta,Fitria Damaianti,5.0,attended a wedding reception there good arragement in covid era the negative side is only the parking space the food is good,Positif,attended wedding reception good arragement covid era negative side parking space food good
115,The Dharmawangsa Jakarta,Wa Wa,5.0,one of leafy hotel in jakarta comfy and have large pool and garden and the most i like is the flower aroma in every side of room very nice,Positif,one leafy hotel jakarta comfy large pool garden like flower aroma every side room nice
116,The Dharmawangsa Jakarta,"Prof Mudrajad Kuncoro, PhD",1.0,very bad hospitality mrs nur director of events prohibited standard flower to be put in the area of wedding ceremony without smile and apology she said it was rule of the hotel when i asked the written rule she was unable to to show the written rule i was very disappointed,Negatif,bad hospitality mrs nur director events prohibited standard flower put area wedding ceremony without smile apology said rule hotel asked written rule unable show written rule disappointed
117,The Dharmawangsa Jakarta,Renae Verboon,5.0,stunning hotel one of the most private and up market in all of jakarta if im not mistaken its a historic building and the inside is simply exquisite the food in the restaurant is also fantastic attention to detail is high and the staff go above and beyond to give you the best experience you could have the pool is beautiful and clean a very relaxing atmosphere,Positif,stunning hotel one private market jakarta im mistaken historic building inside simply exquisite food restaurant also fantastic attention detail high staff go beyond give best experience could pool beautiful clean relaxing atmosphere
118,The Dharmawangsa Jakarta,Minar Uz Zaman,4.0,wonderful hotel with vast surroundings large rooms great pool and famous buffet brunch rooms service location more,Positif,wonderful hotel vast surroundings large rooms great pool famous buffet brunch rooms service location
119,The Dharmawangsa Jakarta,Luli Mitra Pambagyo,5.0,the most benefitted value of money for a christmas brunch food arrays are the top quality and very cozy ambience with superb hospitality from the staffs,Positif,benefitted value money christmas brunch food arrays top quality cozy ambience superb hospitality staffs
120,Hotel Monopoli,Lenny Indriani,5.0,knew it beforehand that this hotel is a hotel with entertainment on the rooftop and basement it has cool atmosphere nice staffs quick services and such a well maintained old building the fo was so helpful too they also informed us at the check in desk about the gigs and dj stuffs thanks also i love the hot latte ordered it days straight along with the breakfast pleasant stay in here p s if youre a light sleeper it might not be a great hotel for you,Positif,knew beforehand hotel hotel entertainment rooftop basement cool atmosphere nice staffs quick services well maintained old building fo helpful also informed us check desk gigs dj stuffs thanks also love hot latte ordered days straight along breakfast pleasant stay p youre light sleeper might great hotel
121,Hotel Monopoli,André Pinto,2.0,everything was nice and affordable but they have live bands playing in house till pm or am super noisy and i couldn t sleep they should prioritize customer comfort rooms service location more,Negatif,everything nice affordable live bands playing house till pm super noisy sleep prioritize customer comfort rooms service location
122,Hotel Monopoli,s lius,1.0,if you wish to get a good sleep before do not stay here the wall is soo thin i stayed at the rd floor and it s super loud and noisy from the dj live band at the rooftop till late checked in can t sleep and changed hotel on the same night it s just unbearable,Negatif,wish get good sleep stay wall soo thin stayed rd floor super loud noisy dj live band rooftop till late checked sleep changed hotel night unbearable
123,Hotel Monopoli,별빛밤,1.0,the room is full of moisture it is damp due to poor ventilation it is unpleasantalso it seems that dj clubs are often held on the rooftop it is really noisy if you want to sleep early on the weekend go to another hotel,Negatif,room full moisture damp due poor ventilation unpleasantalso seems dj clubs often held rooftop really noisy want sleep early weekend go another hotel
124,Hotel Monopoli,謝旻峰,1.0,we would like to order benedict egg but waiter said sold out at but another guy order at he still can order that the reason waiter feedback us because they should prepare first so lie to us,Negatif,would like order benedict egg waiter said sold another guy order still order reason waiter feedback us prepare first lie us
125,Hotel Monopoli,Sri Andhini Saraswati,3.0,nice interior design noisy from dinner time to midnight uncomfortable shower there was no handsoap tv image quality was bare standard and limited channel great for young couple who only need sleep for a night and dont mind the noise from the bar not for family staycation rooms service location more,Negatif,nice interior design noisy dinner time midnight uncomfortable shower handsoap tv image quality bare standard limited channel great young couple need sleep night dont mind noise bar family staycation rooms service location
126,Hotel Monopoli,Sam Furlong,1.0,the worst hotels i ve ever stayed at we paid for the most expensive suite they were still doing maintece for hours then downgraded us to a smaller room with no sorry or complimentary anything don t stay hererooms service location more,Negatif,worst hotels ever stayed paid expensive suite still maintece hours downgraded us smaller room sorry complimentary anything stay hererooms service location
127,Hotel Monopoli,Viktor Iwan,3.0,smells cigarette all over the room for this non smoking hotel not really understand the concept of having shower room with a glass through view unless its useful for adult purpose clearly the hotel is not build as family hotel to enjoy kemang it s star for my family trip to enjoy long weekend but if its for a business trip or adult trips the hotel is nice strategic location and walking distance to interesting places like mall coffee shop and other f b the wifi is also okay for working remote or staycation,Negatif,smells cigarette room non smoking hotel really understand concept shower room glass view unless useful adult purpose clearly hotel build family hotel enjoy kemang star family trip enjoy long weekend business trip adult trips hotel nice strategic location walking distance interesting places like mall coffee shop f b wifi also okay working remote staycation
128,Hotel Monopoli,Ideli R,2.0,the only good thing is the design and concept the walls are very thin we can hear voices from other rooms the room can definitely be redone there were dirty spots on the seating the worst part was the shower the water did not fall rightly air conditioner was directly beside the bed and they turned the ac off in the middle of the night parking lot was limited its difficult to find a spot and it seemed unsafe as well to park on the street,Negatif,good thing design concept walls thin hear voices rooms room definitely redone dirty spots seating worst part shower water fall rightly air conditioner directly beside bed turned ac middle night parking lot limited difficult find spot seemed unsafe well park street
129,Hotel Monopoli,milo o,3.0,not bad next building jedag jedug berisik it s not even wikenrooms service location more,Negatif,bad next building jedag jedug berisik even wikenrooms service location
130,Hotel Monopoli,Little Amora (IchigoIchi),1.0,door room face the bathroom if you open the door wide the bellboy the room attendant can see you naked while showering cause the bathroom only surround by glass not a wall expensive no parking lot no hairdryer in the room you must request for a hairdryer small door and small lobby if you bring many luggage or family this hotel is really not recommended cause it s beside the cafe it s very crowd at night and the room so small just share an experience try if you feel curious ,Negatif,door room face bathroom open door wide bellboy room attendant see naked showering cause bathroom surround glass wall expensive parking lot hairdryer room must request hairdryer small door small lobby bring many luggage family hotel really recommended cause beside cafe crowd night room small share experience try feel curious
131,Hotel Monopoli,Nayu A. Ramadhaningsih,5.0,i just simply looovveee iitt the interior of the hotel and the room is unique room is airy as declared i barely turned on the ac in the room that i stayed in and the ceiling is high this is important for people with asthma like me i don t favor the taste of the food i tried the humble fish and chips only but doesn t matter there are lots of food stalls restaurants cafes around this hotel or at least with the help of go food definitely will return here for another staycation,Positif,simply looovveee iitt interior hotel room unique room airy declared barely turned ac room stayed ceiling high important people asthma like favor taste food tried humble fish chips matter lots food stalls restaurants cafes around hotel least help go food definitely return another staycation
132,Hotel Monopoli,Put Salju,5.0,nothing has changed from this hotel everything is still the same clean comfortable all of their room non smoking and there is deposit k rupiah they have cafe bar in their rooftop,Positif,nothing changed hotel everything still clean comfortable room non smoking deposit k rupiah cafe bar rooftop
133,Hotel Monopoli,Neil Siadari,1.0,this is my first time and will be the last time stay here worst experience ever i repeat worst reception not customer oriented no service excellent even no smiling voice when you call a reveption especially staff namely nadia never ever comeback to this hotel room small and just so so parking area view no town or anything just park area request high floor but given second floor want to upgrade my room to higher room cuase after we check in we think its to small first one they said it cost idr and when i called again they said it will be idr cause we already enter the room like what the price increase after hour your customer willing to pay but this is not how you doing bussiness never ever comeback,Negatif,first time last time stay worst experience ever repeat worst reception customer oriented service excellent even smiling voice call reveption especially staff namely nadia never ever comeback hotel room small parking area view town anything park area request high floor given second floor want upgrade room higher room cuase check think small first one said cost idr called said idr cause already enter room like price increase hour customer willing pay bussiness never ever comeback
