,Hotel_name,name,rating,review,label,review],review_tokens
39,Veranda Hotel at Pakubuwono,kisuk Son,4.0,i think it will be really difficult to find a hotel like this in jkt with same price room was clean and cozy with wooden furniture some star hotels in jkt do not provide aqua dannon as complimentary service but this hotel gives air conditioner waa also good fitness gym was small but still can work out with techno gym products i will recommend this hotel to my friend if my friend want a economical option but only the bathroom there was some moss it can be cleaned with more attention,Positif,i think it will be really difficult to find a hotel like this in jkt with same price room was clean and cozy with wooden furniture some star hotels in jkt do not provide aqua dannon as complimentary service but this hotel gives air conditioner waa also good fitness gym was small but still can work out with techno gym products i will recommend this hotel to my friend if my friend want a economical option but only the bathroom there was some moss it can be cleaned with more attention,i   t h i n k   i t   w i l l   b e   r e a l l y   d i f f i c u l t   t o   f i n d   a   h o t e l   l i k e   t h i s   i n   j k t   w i t h   s a m e   p r i c e   r o o m   w a s   c l e a n   a n d   c o z y   w i t h   w o o d e n   f u r n i t u r e   s o m e   s t a r   h o t e l s   i n   j k t   d o   n o t   p r o v i d e   a q u a   d a n n o n   a s   c o m p l i m e n t a r y   s e r v i c e   b u t   t h i s   h o t e l   g i v e s   a i r   c o n d i t i o n e r   w a a   a l s o   g o o d   f i t n e s s   g y m   w a s   s m a l l   b u t   s t i l l   c a n   w o r k   o u t   w i t h   t e c h n o   g y m   p r o d u c t s   i   w i l l   r e c o m m e n d   t h i s   h o t e l   t o   m y   f r i e n d   i f   m y   f r i e n d   w a n t   a   e c o n o m i c a l   o p t i o n   b u t   o n l y   t h e   b a t h r o o m   t h e r e   w a s   s o m e   m o s s   i t   c a n   b e   c l e a n e d   w i t h   m o r e   a t t e n t i o n
40,Veranda Hotel at Pakubuwono,Bella Rachma,4.0,anothet good hotel to stay in jakarta room was comfy wifi was so sorooms service location more,Positif,anothet good hotel to stay in jakarta room was comfy wifi was so sorooms service location more,a n o t h e t   g o o d   h o t e l   t o   s t a y   i n   j a k a r t a   r o o m   w a s   c o m f y   w i f i   w a s   s o   s o r o o m s   s e r v i c e   l o c a t i o n   m o r e
41,Veranda Hotel at Pakubuwono,Unnikrishnan Palloor,2.0,services were very poor not getting response from the reception most of the time two times i got plastic paper along with sausage reported to the food serving people other major issue is language few people only speak english airport pick up and air port drop also they promised while picking up from airport but at the time of check out they refused give airport drop service moreover they charged million for nights quarantine no invoice given i will never recommend this hotel to anybody,Negatif,services were very poor not getting response from the reception most of the time two times i got plastic paper along with sausage reported to the food serving people other major issue is language few people only speak english airport pick up and air port drop also they promised while picking up from airport but at the time of check out they refused give airport drop service moreover they charged million for nights quarantine no invoice given i will never recommend this hotel to anybody,s e r v i c e s   w e r e   v e r y   p o o r   n o t   g e t t i n g   r e s p o n s e   f r o m   t h e   r e c e p t i o n   m o s t   o f   t h e   t i m e   t w o   t i m e s   i   g o t   p l a s t i c   p a p e r   a l o n g   w i t h   s a u s a g e   r e p o r t e d   t o   t h e   f o o d   s e r v i n g   p e o p l e   o t h e r   m a j o r   i s s u e   i s   l a n g u a g e   f e w   p e o p l e   o n l y   s p e a k   e n g l i s h   a i r p o r t   p i c k   u p   a n d   a i r   p o r t   d r o p   a l s o   t h e y   p r o m i s e d   w h i l e   p i c k i n g   u p   f r o m   a i r p o r t   b u t   a t   t h e   t i m e   o f   c h e c k   o u t   t h e y   r e f u s e d   g i v e   a i r p o r t   d r o p   s e r v i c e   m o r e o v e r   t h e y   c h a r g e d   m i l l i o n   f o r   n i g h t s   q u a r a n t i n e   n o   i n v o i c e   g i v e n   i   w i l l   n e v e r   r e c o m m e n d   t h i s   h o t e l   t o   a n y b o d y
42,Veranda Hotel at Pakubuwono,Kelvin,2.0,im stay for night but ive got room not cleaned the table floor are very dusty the glasses cup and toilet are wet and not cleaned well when check in the reception staff are not very welcome its just bad experiencerooms service location more,Negatif,im stay for night but ive got room not cleaned the table floor are very dusty the glasses cup and toilet are wet and not cleaned well when check in the reception staff are not very welcome its just bad experiencerooms service location more,i m   s t a y   f o r   n i g h t   b u t   i v e   g o t   r o o m   n o t   c l e a n e d   t h e   t a b l e   f l o o r   a r e   v e r y   d u s t y   t h e   g l a s s e s   c u p   a n d   t o i l e t   a r e   w e t   a n d   n o t   c l e a n e d   w e l l   w h e n   c h e c k   i n   t h e   r e c e p t i o n   s t a f f   a r e   n o t   v e r y   w e l c o m e   i t s   j u s t   b a d   e x p e r i e n c e r o o m s   s e r v i c e   l o c a t i o n   m o r e
43,Veranda Hotel at Pakubuwono,Leticia K,2.0,nicely designed and cozy atmosphere but cleanliness and service can definitely be improved found out from the housekeeping guy that he is in charge of cleaning all rooms within floors alone no wonder the rooms are dusty and doubt the bathroom has been cleaned thoroughly prior to our checkin judging from the water stains another weird point is there is no concierge service how does it count as star hotel any kind of package day or night can t be received by reception or security or anyone in the hotel so all courier have to wait for guests in the lobby although there is a separate concierge desk right on that lobby why bother having so many security personnel in the lobby then maybe the hotel is cutting cost for concierge service but still bad experience for stars hotel we ve experienced better service from apartotel that costs of what veranda is charging such a disappointment and current management service needs to be improved else people also won t repeat stay here last but not least still about service it always took so long to deliver anything to your room often times there s nobody picking up the housekeeping or room service line and it always take mins to request for something even as simple as tissue paper or new towels,Negatif,nicely designed and cozy atmosphere but cleanliness and service can definitely be improved found out from the housekeeping guy that he is in charge of cleaning all rooms within floors alone no wonder the rooms are dusty and doubt the bathroom has been cleaned thoroughly prior to our checkin judging from the water stains another weird point is there is no concierge service how does it count as star hotel any kind of package day or night can t be received by reception or security or anyone in the hotel so all courier have to wait for guests in the lobby although there is a separate concierge desk right on that lobby why bother having so many security personnel in the lobby then maybe the hotel is cutting cost for concierge service but still bad experience for stars hotel we ve experienced better service from apartotel that costs of what veranda is charging such a disappointment and current management service needs to be improved else people also won t repeat stay here last but not least still about service it always took so long to deliver anything to your room often times there s nobody picking up the housekeeping or room service line and it always take mins to request for something even as simple as tissue paper or new towels,n i c e l y   d e s i g n e d   a n d   c o z y   a t m o s p h e r e   b u t   c l e a n l i n e s s   a n d   s e r v i c e   c a n   d e f i n i t e l y   b e   i m p r o v e d   f o u n d   o u t   f r o m   t h e   h o u s e k e e p i n g   g u y   t h a t   h e   i s   i n   c h a r g e   o f   c l e a n i n g   a l l   r o o m s   w i t h i n   f l o o r s   a l o n e   n o   w o n d e r   t h e   r o o m s   a r e   d u s t y   a n d   d o u b t   t h e   b a t h r o o m   h a s   b e e n   c l e a n e d   t h o r o u g h l y   p r i o r   t o   o u r   c h e c k i n   j u d g i n g   f r o m   t h e   w a t e r   s t a i n s   a n o t h e r   w e i r d   p o i n t   i s   t h e r e   i s   n o   c o n c i e r g e   s e r v i c e   h o w   d o e s   i t   c o u n t   a s   s t a r   h o t e l   a n y   k i n d   o f   p a c k a g e   d a y   o r   n i g h t   c a n   t   b e   r e c e i v e d   b y   r e c e p t i o n   o r   s e c u r i t y   o r   a n y o n e   i n   t h e   h o t e l   s o   a l l   c o u r i e r   h a v e   t o   w a i t   f o r   g u e s t s   i n   t h e   l o b b y   a l t h o u g h   t h e r e   i s   a   s e p a r a t e   c o n c i e r g e   d e s k   r i g h t   o n   t h a t   l o b b y   w h y   b o t h e r   h a v i n g   s o   m a n y   s e c u r i t y   p e r s o n n e l   i n   t h e   l o b b y   t h e n   m a y b e   t h e   h o t e l   i s   c u t t i n g   c o s t   f o r   c o n c i e r g e   s e r v i c e   b u t   s t i l l   b a d   e x p e r i e n c e   f o r   s t a r s   h o t e l   w e   v e   e x p e r i e n c e d   b e t t e r   s e r v i c e   f r o m   a p a r t o t e l   t h a t   c o s t s   o f   w h a t   v e r a n d a   i s   c h a r g i n g   s u c h   a   d i s a p p o i n t m e n t   a n d   c u r r e n t   m a n a g e m e n t   s e r v i c e   n e e d s   t o   b e   i m p r o v e d   e l s e   p e o p l e   a l s o   w o n   t   r e p e a t   s t a y   h e r e   l a s t   b u t   n o t   l e a s t   s t i l l   a b o u t   s e r v i c e   i t   a l w a y s   t o o k   s o   l o n g   t o   d e l i v e r   a n y t h i n g   t o   y o u r   r o o m   o f t e n   t i m e s   t h e r e   s   n o b o d y   p i c k i n g   u p   t h e   h o u s e k e e p i n g   o r   r o o m   s e r v i c e   l i n e   a n d   i t   a l w a y s   t a k e   m i n s   t o   r e q u e s t   f o r   s o m e t h i n g   e v e n   a s   s i m p l e   a s   t i s s u e   p a p e r   o r   n e w   t o w e l s
44,Veranda Hotel at Pakubuwono,Lucky Snack Official,3.0,it seems like star hotel the facilities is so so breakfast was very simple and the taste was not good maybe need some improvement for star hotel standard in front of the neighbour room there is the dirty dishes that are not taken from the night before till the day after,Negatif,it seems like star hotel the facilities is so so breakfast was very simple and the taste was not good maybe need some improvement for star hotel standard in front of the neighbour room there is the dirty dishes that are not taken from the night before till the day after,i t   s e e m s   l i k e   s t a r   h o t e l   t h e   f a c i l i t i e s   i s   s o   s o   b r e a k f a s t   w a s   v e r y   s i m p l e   a n d   t h e   t a s t e   w a s   n o t   g o o d   m a y b e   n e e d   s o m e   i m p r o v e m e n t   f o r   s t a r   h o t e l   s t a n d a r d   i n   f r o n t   o f   t h e   n e i g h b o u r   r o o m   t h e r e   i s   t h e   d i r t y   d i s h e s   t h a t   a r e   n o t   t a k e n   f r o m   t h e   n i g h t   b e f o r e   t i l l   t h e   d a y   a f t e r
45,Veranda Hotel at Pakubuwono,IG: onaldtan,5.0,if you are about to find a quiet place to stay around gandaria pondok indah but didn t want to miss some attractions around senayan and blok m choose this place a cozy hotel with a good ambience and a fair cleanliness the check in process was less than mins no deposit money needed they are able to give you up to access key card to your room the lift was the touch less one and for going up you ll need to tap the room key card that automatically brings you to your room the room is spacious with wooden chair safety box large tv internet connection panoramic window and queen bed with pillows the amenities was ok nothing to complaint go down to the lobby you ll find wylz kitchen for breakfast and all day dining place a m deep swimming pool til pm using and fitness center every morning the housekeeper will come and ask if you got any laundry to do the only thing that comes to my concern was the pest control found some ants around my sink and the use of mask for the housekeeper they need to see it as a health protocol and hygiene a pleasant stay anyway,Positif,if you are about to find a quiet place to stay around gandaria pondok indah but didn t want to miss some attractions around senayan and blok m choose this place a cozy hotel with a good ambience and a fair cleanliness the check in process was less than mins no deposit money needed they are able to give you up to access key card to your room the lift was the touch less one and for going up you ll need to tap the room key card that automatically brings you to your room the room is spacious with wooden chair safety box large tv internet connection panoramic window and queen bed with pillows the amenities was ok nothing to complaint go down to the lobby you ll find wylz kitchen for breakfast and all day dining place a m deep swimming pool til pm using and fitness center every morning the housekeeper will come and ask if you got any laundry to do the only thing that comes to my concern was the pest control found some ants around my sink and the use of mask for the housekeeper they need to see it as a health protocol and hygiene a pleasant stay anyway,i f   y o u   a r e   a b o u t   t o   f i n d   a   q u i e t   p l a c e   t o   s t a y   a r o u n d   g a n d a r i a   p o n d o k   i n d a h   b u t   d i d n   t   w a n t   t o   m i s s   s o m e   a t t r a c t i o n s   a r o u n d   s e n a y a n   a n d   b l o k   m   c h o o s e   t h i s   p l a c e   a   c o z y   h o t e l   w i t h   a   g o o d   a m b i e n c e   a n d   a   f a i r   c l e a n l i n e s s   t h e   c h e c k   i n   p r o c e s s   w a s   l e s s   t h a n   m i n s   n o   d e p o s i t   m o n e y   n e e d e d   t h e y   a r e   a b l e   t o   g i v e   y o u   u p   t o   a c c e s s   k e y   c a r d   t o   y o u r   r o o m   t h e   l i f t   w a s   t h e   t o u c h   l e s s   o n e   a n d   f o r   g o i n g   u p   y o u   l l   n e e d   t o   t a p   t h e   r o o m   k e y   c a r d   t h a t   a u t o m a t i c a l l y   b r i n g s   y o u   t o   y o u r   r o o m   t h e   r o o m   i s   s p a c i o u s   w i t h   w o o d e n   c h a i r   s a f e t y   b o x   l a r g e   t v   i n t e r n e t   c o n n e c t i o n   p a n o r a m i c   w i n d o w   a n d   q u e e n   b e d   w i t h   p i l l o w s   t h e   a m e n i t i e s   w a s   o k   n o t h i n g   t o   c o m p l a i n t   g o   d o w n   t o   t h e   l o b b y   y o u   l l   f i n d   w y l z   k i t c h e n   f o r   b r e a k f a s t   a n d   a l l   d a y   n i n g   p l a c e   a   m   d e e p   s w i m m i n g   p o o l   t i l   p m   u s i n g   a n d   f i t n e s s   c e n t e r   e v e r y   m o r n i n g   t h e   h o u s e k e e p e r   w i l l   c o m e   a n d   a s k   i f   y o u   g o t   a n y   l a u n d r y   t o   d o   t h e   o n l y   t h i n g   t h a t   c o m e s   t o   m y   c o n c e r n   w a s   t h e   p e s t   c o n t r o l   f o u n d   s o m e   a n t s   a r o u n d   m y   s i n k   a n d   t h e   u s e   o f   m a s k   f o r   t h e   h o u s e k e e p e r   t h e y   n e e d   t o   s e e   i t   a s   a   h e a l t h   p r o t o c o l   a n d   h y g i e n e   a   p l e a s a n t   s t a y   a n y w a y
46,Veranda Hotel at Pakubuwono,muhammad iqbal,4.0,breakfast is not good enough here but the view is great,Positif,breakfast is not good enough here but the view is great,b r e a k f a s t   i s   n o t   g o o d   e n o u g h   h e r e   b u t   t h e   v i e w   i s   g r e a t
47,Veranda Hotel at Pakubuwono,Sutini Irsan,4.0,the hotel was packed as there s a wedding celebration also the promotion room rates at agoda after hour of waiting finally we got the room key the swimming pool restaurant and lobby area were clean and has a cozy design the deluxe room and it s amenities looks more like a standard room,Positif,the hotel was packed as there s a wedding celebration also the promotion room rates at agoda after hour of waiting finally we got the room key the swimming pool restaurant and lobby area were clean and has a cozy design the deluxe room and it s amenities looks more like a standard room,t h e   h o t e l   w a s   p a c k e d   a s   t h e r e   s   a   w e d d i n g   c e l e b r a t i o n   a l s o   t h e   p r o m o t i o n   r o o m   r a t e s   a t   a g o d a   a f t e r   h o u r   o f   w a i t i n g   f i n a l l y   w e   g o t   t h e   r o o m   k e y   t h e   s w i m m i n g   p o o l   r e s t a u r a n t   a n d   l o b b y   a r e a   w e r e   c l e a n   a n d   h a s   a   c o z y   d e s i g n   t h e   d e l u x e   r o o m   a n d   i t   s   a m e n i t i e s   l o o k s   m o r e   l i k e   a   s t a n d a r d   r o o m
48,Veranda Hotel at Pakubuwono,Soraya Salsabila,3.0,i ve stayed at the veranda hotel times for the rooms are quite spacious and clean the bathroom is also clean the ac room is very cold i always take the breakfast one the breakfast is delicious but the menu variants are not much but what i really lack is the cleanliness of the swimming pool from above it looks fine tapi jika melihat ke dalam air it s a lot of dirt and garbage very disgusting there are tissues plastic daun debu times come here and swimming pool always dirty disappointing,Negatif,i ve stayed at the veranda hotel times for the rooms are quite spacious and clean the bathroom is also clean the ac room is very cold i always take the breakfast one the breakfast is delicious but the menu variants are not much but what i really lack is the cleanliness of the swimming pool from above it looks fine tapi jika melihat ke dalam air it s a lot of dirt and garbage very disgusting there are tissues plastic daun debu times come here and swimming pool always dirty disappointing,i   v e   s t a y e d   a t   t h e   v e r a n d a   h o t e l   t i m e s   f o r   t h e   r o o m s   a r e   q u i t e   s p a c i o u s   a n d   c l e a n   t h e   b a t h r o o m   i s   a l s o   c l e a n   t h e   a c   r o o m   i s   v e r y   c o l d   i   a l w a y s   t a k e   t h e   b r e a k f a s t   o n e   t h e   b r e a k f a s t   i s   d e l i c i o u s   b u t   t h e   m e n u   v a r i a n t s   a r e   n o t   m u c h   b u t   w h a t   i   r e a l l y   l a c k   i s   t h e   c l e a n l i n e s s   o f   t h e   s w i m m i n g   p o o l   f r o m   a b o v e   i t   l o o k s   f i n e   t a p i   j i k a   l i h a t   k e   d a l a m   a i r   i t   s   a   l o t   o f   d i r t   a n d   g a r b a g e   v e r y   d i s g u s t i n g   t h e r e   a r e   t i s s u e s   p l a s t i c   d a u n   d e b u   t i m e s   c o m e   h e r e   a n d   s w i m m i n g   p o o l   a l w a y s   d i r t y   d i s a p p o i n t i n g
49,Veranda Hotel at Pakubuwono,Adil Anselm,5.0,love to stay here recommended place to stay in south jakarta area staff are just excellent breakfast menu are awesome room is clean and tidy,Positif,love to stay here recommended place to stay in south jakarta area staff are just excellent breakfast menu are awesome room is clean and tidy,l o v e   t o   s t a y   h e r e   r e c o m m e n d e d   p l a c e   t o   s t a y   i n   s o u t h   j a k a r t a   a r e a   s t a f f   a r e   j u s t   e x c e l l e n t   b r e a k f a s t   m e n u   a r e   a w e s o m e   r o o m   i s   c l e a n   a n d   t i d y
50,Veranda Hotel at Pakubuwono,Caroline Sunarko,5.0,great for private party wedding etc visited sumoji and love the food ,Positif,great for private party wedding etc visited sumoji and love the food ,g r e a t   f o r   p r i v a t e   p a r t y   w e d d i n g   e t c   v i s i t e d   s u m o j i   a n d   l o v e   t h e   f o o d
51,Veranda Hotel at Pakubuwono,ovi olivia,4.0,i was stayed for a night actually i love the place the paintings on the wall the pool and the food for the breakfast were great but for me starred hotel with bad wifi is a big question except wifi all good rooms service location more,Positif,i was stayed for a night actually i love the place the paintings on the wall the pool and the food for the breakfast were great but for me starred hotel with bad wifi is a big question except wifi all good rooms service location more,i   w a s   s t a y e d   f o r   a   n i g h t   a c t u a l l y   i   l o v e   t h e   p l a c e   t h e   p a i n t i n g s   o n   t h e   w a l l   t h e   p o o l   a n d   t h e   f o o d   f o r   t h e   b r e a k f a s t   w e r e   g r e a t   b u t   f o r   m e   s t a r r e d   h o t e l   w i t h   b a d   w i f i   i s   a   b i g   q u e s t i o n   e x c e p t   w i f i   a l l   g o o d   r o o m s   s e r v i c e   l o c a t i o n   m o r e
52,Veranda Hotel at Pakubuwono,ardi gunawan,5.0,cozy place for dinner romantic happy good food and good peoples inside,Positif,cozy place for dinner romantic happy good food and good peoples inside,c o z y   p l a c e   f o r   d i n n e r   r o m a n t i c   h a p p y   g o o d   f o o d   a n d   g o o d   p e o p l e s   i n s i d e
53,Veranda Hotel at Pakubuwono,widya arsa,5.0,just attending a wedding here nice cozy place,Positif,just attending a wedding here nice cozy place,j u s t   a t t e n d i n g   a   w e d d i n g   h e r e   n i c e   c o z y   p l a c e
54,Veranda Hotel at Pakubuwono,Amir Hamzah,3.0,great accomodation for family stay or business occasions seems after lock down which hit hotel industry pretty bad also affecting veranda you will find the condition is poor the cleanliness drop due to fewer cleaning staff that they have now,Negatif,great accomodation for family stay or business occasions seems after lock down which hit hotel industry pretty bad also affecting veranda you will find the condition is poor the cleanliness drop due to fewer cleaning staff that they have now,g r e a t   a c c o m o d a t i o n   f o r   f a m i l y   s t a y   o r   b u s i n e s s   o c c a s i o n s   s e e m s   a f t e r   l o c k   d o w n   w h i c h   h i t   h o t e l   i n d u s t r y   p r e t t y   b a d   a l s o   a f f e c t i n g   v e r a n d a   y o u   w i l l   f i n d   t h e   c o n d i t i o n   i s   p o o r   t h e   c l e a n l i n e s s   d r o p   d u e   t o   f e w e r   c l e a n i n g   s t a f f   t h a t   t h e y   h a v e   n o w
55,Veranda Hotel at Pakubuwono,Davin Manuel,3.0,it seems like star hotel the facilities and service wasnt good enough for star hotel the breakfast menu is so simple and the taste was so so there is the dirty dish that arent taken from the night till the day after,Negatif,it seems like star hotel the facilities and service wasnt good enough for star hotel the breakfast menu is so simple and the taste was so so there is the dirty dish that arent taken from the night till the day after,i t   s e e m s   l i k e   s t a r   h o t e l   t h e   f a c i l i t i e s   a n d   s e r v i c e   w a s n t   g o o d   e n o u g h   f o r   s t a r   h o t e l   t h e   b r e a k f a s t   m e n u   i s   s o   s i m p l e   a n d   t h e   t a s t e   w a s   s o   s o   t h e r e   i s   t h e   d i r t y   d i s h   t h a t   a r e n t   t a k e n   f r o m   t h e   n i g h t   t i l l   t h e   d a y   a f t e r
56,Veranda Hotel at Pakubuwono,Indra Prasetya,1.0,this is my second time book staying in veranda the first one working out just fine even though at the reception upon checkin seems unprofessional and empty i have to wait approx minutes until i got to check in idk if its the outdated checkin method or just the reception not up to its professionalism but it turn out fine the rooms cleanliness service etc are good fast forward to the second time this is where i got dissapointed upon booking through apps i decided to book veranda and it does not have the must test antigen policy upon checkin i check more than twice in the hotel room policy details when selecting rooms at the arrival again the reception and front office is empty they hang out at the back office which is located in side of reception table this again show unprofessionalism then i talk to the receptionist i was rejected because it has to present antigen test i am confused coz it does not say that in the booking apps then i showd the hotel rooms page at the apps is does not say that but she scrolling and scrolling like she wants to find that will justified the rejection it came to the point where she shows the hotel policy page which is hidden in the front page i believe it has to be an extra move cos how the heck do i or anybody else see that then again she ask me to do the test at the nearest clinic really this is an insult not to mention that i alr vaccinated times she could consider that and tell the manager about this issue which is not my fault id be happy to walk away if that happen,Negatif,this is my second time book staying in veranda the first one working out just fine even though at the reception upon checkin seems unprofessional and empty i have to wait approx minutes until i got to check in idk if its the outdated checkin method or just the reception not up to its professionalism but it turn out fine the rooms cleanliness service etc are good fast forward to the second time this is where i got dissapointed upon booking through apps i decided to book veranda and it does not have the must test antigen policy upon checkin i check more than twice in the hotel room policy details when selecting rooms at the arrival again the reception and front office is empty they hang out at the back office which is located in side of reception table this again show unprofessionalism then i talk to the receptionist i was rejected because it has to present antigen test i am confused coz it does not say that in the booking apps then i showd the hotel rooms page at the apps is does not say that but she scrolling and scrolling like she wants to find that will justified the rejection it came to the point where she shows the hotel policy page which is hidden in the front page i believe it has to be an extra move cos how the heck do i or anybody else see that then again she ask me to do the test at the nearest clinic really this is an insult not to mention that i alr vaccinated times she could consider that and tell the manager about this issue which is not my fault id be happy to walk away if that happen,t h i s   i s   m y   s e c o n d   t i m e   b o o k   s t a y i n g   i n   v e r a n d a   t h e   f i r s t   o n e   w o r k i n g   o u t   j u s t   f i n e   e v e n   t h o u g h   a t   t h e   r e c e p t i o n   u p o n   c h e c k i n   s e e m s   u n p r o f e s s i o n a l   a n d   e m p t y   i   h a v e   t o   w a i t   a p p r o x   m i n u t e s   u n t i l   i   g o t   t o   c h e c k   i n   i d k   i f   i t s   t h e   o u t d a t e d   c h e c k i n   m e t h o d   o r   j u s t   t h e   r e c e p t i o n   n o t   u p   t o   i t s   p r o f e s s i o n a l i s m   b u t   i t   t u r n   o u t   f i n e   t h e   r o o m s   c l e a n l i n e s s   s e r v i c e   e t c   a r e   g o o d   f a s t   f o r w a r d   t o   t h e   s e c o n d   t i m e   t h i s   i s   w h e r e   i   g o t   d i s s a p o i n t e d   u p o n   b o o k i n g   t h r o u g h   a p p s   i   d e c i d e d   t o   b o o k   v e r a n d a   a n d   i t   d o e s   n o t   h a v e   t h e   m u s t   t e s t   a n t i g e n   p o l i c y   u p o n   c h e c k i n   i   c h e c k   m o r e   t h a n   t w i c e   i n   t h e   h o t e l   r o o m   p o l i c y   d e t a i l s   w h e n   s e l e c t i n g   r o o m s   a t   t h e   a r r i v a l   a g a i n   t h e   r e c e p t i o n   a n d   f r o n t   o f f i c e   i s   e m p t y   t h e y   h a n g   o u t   a t   t h e   b a c k   o f f i c e   w h i c h   i s   l o c a t e d   i n   s i d e   o f   r e c e p t i o n   t a b l e   t h i s   a g a i n   s h o w   u n p r o f e s s i o n a l i s m   t h e n   i   t a l k   t o   t h e   r e c e p t i o n i s t   i   w a s   r e j e c t e d   b e c a u s e   i t   h a s   t o   p r e s e n t   a n t i g e n   t e s t   i   a m   c o n f u s e d   c o z   i t   d o e s   n o t   s a y   t h a t   i n   t h e   b o o k i n g   a p p s   t h e n   i   s h o w d   t h e   h o t e l   r o o m s   p a g e   a t   t h e   a p p s   i s   d o e s   n o t   s a y   t h a t   b u t   s h e   s c r o l l i n g   a n d   s c r o l l i n g   l i k e   s h e   w a n t s   t o   f i n d   t h a t   w i l l   j u s t i f i e d   t h e   r e j e c t i o n   i t   c a m e   t o   t h e   p o i n t   w h e r e   s h e   s h o w s   t h e   h o t e l   p o l i c y   p a g e   w h i c h   i s   h i d d e n   i n   t h e   f r o n t   p a g e   i   b e l i e v e   i t   h a s   t o   b e   a n   e x t r a   m o v e   c o s   h o w   t h e   h e c k   d o   i   o r   a n y b o d y   e l s e   s e e   t h a t   t h e n   a g a i n   s h e   a s k   m e   t o   d o   t h e   t e s t   a t   t h e   n e a r e s t   c l i n i c   r e a l l y   t h i s   i s   a n   i n s u l t   n o t   t o   m e n t i o n   t h a t   i   a l r   v a c c i n a t e d   t i m e s   s h e   c o u l d   c o n s i d e r   t h a t   a n d   t e l l   t h e   m a n a g e r   a b o u t   t h i s   i s s u e   w h i c h   i s   n o t   m y   f a u l t   i d   b e   h a p p y   t o   w a l k   a w a y   i f   t h a t   h a p p e n
57,Veranda Hotel at Pakubuwono,andi yani,5.0,lovely hotel in busy n big cityrooms service location more,Positif,lovely hotel in busy n big cityrooms service location more,l o v e l y   h o t e l   i n   b u s y   n   b i g   c i t y r o o m s   s e r v i c e   l o c a t i o n   m o r e
58,Veranda Hotel at Pakubuwono,shafiq alhabshi,4.0,generally the overall experience at the hotel was good i like the nice quiet ambiance and boutique like feel of the hotel i find the rooms a little small but all the basic necessities are available i also like the location which is secluded yet very close to the city and the sites that i needed to go would definitely consider to return to this hotel for my future visits as i frequent jakarta pretty often,Positif,generally the overall experience at the hotel was good i like the nice quiet ambiance and boutique like feel of the hotel i find the rooms a little small but all the basic necessities are available i also like the location which is secluded yet very close to the city and the sites that i needed to go would definitely consider to return to this hotel for my future visits as i frequent jakarta pretty often,g e n e r a l l y   t h e   o v e r a l l   e x p e r i e n c e   a t   t h e   h o t e l   w a s   g o o d   i   l i k e   t h e   n i c e   q u i e t   a m b i a n c e   a n d   b o u t i q u e   l i k e   f e e l   o f   t h e   h o t e l   i   f i n d   t h e   r o o m s   a   l i t t l e   s m a l l   b u t   a l l   t h e   b a s i c   n e c e s s i t i e s   a r e   a v a i l a b l e   i   a l s o   l i k e   t h e   l o c a t i o n   w h i c h   i s   s e c l u d e d   y e t   v e r y   c l o s e   t o   t h e   c i t y   a n d   t h e   s i t e s   t h a t   i   n e e d e d   t o   g o   w o u l d   d e f i n i t e l y   c o n s i d e r   t o   r e t u r n   t o   t h i s   h o t e l   f o r   m y   f u t u r e   v i s i t s   a s   i   f r e q u e n t   j a k a r t a   p r e t t y   o f t e n
59,Veranda Hotel at Pakubuwono,dean mardiansyah,4.0,i promised u this meal soo delicious fried rice yummies free parking ad spacysmall musholla rest room at ballroom more clean than mushola are you kidding,Positif,i promised u this meal soo delicious fried rice yummies free parking ad spacysmall musholla rest room at ballroom more clean than mushola are you kidding,i   p r o m i s e d   u   t h i s   m e a l   s o o   d e l i c i o u s   f r i e d   r i c e   y u m m i e s   f r e e   p a r k i n g   a d   s p a c y s m a l l   m u s h o l l a   r e s t   r o o m   a t   b a l l r o o m   m o r e   c l e a n   t h a n   m u s h o l a   a r e   y o u   k i d d i n g
60,Sutasoma Hotel,Maria Elsa,5.0,i got the opportunity to stay at the sutasoma hotel on my vacation this year the location is very strategic in south jakarta breakfast was amazing with a variety of foods the hotel is very comfortable and feels like home the room is also clean and neat thanks to amanda who brought this memorable experience to me rooms service location more,Positif,i got the opportunity to stay at the sutasoma hotel on my vacation this year the location is very strategic in south jakarta breakfast was amazing with a variety of foods the hotel is very comfortable and feels like home the room is also clean and neat thanks to amanda who brought this memorable experience to me rooms service location more,i   g o t   t h e   o p p o r t u n i t y   t o   s t a y   a t   t h e   s u t a s o m a   h o t e l   o n   m y   v a c a t i o n   t h i s   y e a r   t h e   l o c a t i o n   i s   v e r y   s t r a t e g i c   i n   s o u t h   j a k a r t a   b r e a k f a s t   w a s   a m a z i n g   w i t h   a   v a r i e t y   o f   f o o d s   t h e   h o t e l   i s   v e r y   c o m f o r t a b l e   a n d   f e e l s   l i k e   h o m e   t h e   r o o m   i s   a l s o   c l e a n   a n d   n e a t   t h a n k s   t o   a m a n d a   w h o   b r o u g h t   t h i s   m e m o r a b l e   e x p e r i e n c e   t o   m e   r o o m s   s e r v i c e   l o c a t i o n   m o r e
